loss_domain_k,source_i,feature,Q_i,mbar_i,w_pQ,w_clr,mbar_clr_i
dm_mathematics,europarl,pQ:europarl,0.6061136105391851,0.007921340639839427,-2.706489149567319,0.03356656940977,-0.5876965044640093
dm_mathematics,hackernews,pQ:hackernews,0.6061136105391851,0.0071277504470613935,-3.269594180555358,0.03609404242119384,-0.6557736934906878
dm_mathematics,pubmed_abstracts,pQ:pubmed_abstracts,0.7094894002981443,0.045952754911802916,-0.19494734608480738,0.016798836346484984,0.16775474399575238
dm_mathematics,uspto_backgrounds,pQ:uspto_backgrounds,0.6061136105391851,0.04547854256135763,-0.1728457132381217,0.011712640805076847,0.36543386682024454
github,arxiv,pQ:arxiv,0.7094894002981443,0.08006470699430575,0.3013772002435269,0.0029100298696297833,0.7252982371825355
github,freelaw,pQ:freelaw,0.6061136105391851,0.05562685017565562,0.27725895676422746,0.014555007928171751,0.4823102453255607
github,nih_exporter,pQ:nih_exporter,0.6061136105391851,0.0036102893288422603,-6.856654476180833,0.04386146275638737,-0.9325742030583133
github,pubmed_central,pQ:pubmed_central,0.7094894002981443,0.0829569948648906,0.4230377713256207,0.006135237379356146,0.8740553427997371
github,wikipedia_en,pQ:wikipedia_en,0.5956867175934197,0.04511656067394484,-0.00997257890848444,0.016937078976959577,0.3092621864252901
github,dm_mathematics,pQ:dm_mathematics,0.7094894002981443,0.018296517192373365,-0.3151863874823866,0.02392097785653497,-0.29411789192594523
github,github,pQ:github,0.4784535320008694,0.054002748429485485,-0.4655263654744023,-0.14430685911837599,0.6850049311505172
github,philpapers,pQ:philpapers,0.7094894002981443,0.0037764863724578344,-8.792734907682613,0.07447946721671019,-0.9928216038409553
github,stackexchange,pQ:stackexchange,0.6028669215424124,0.06063610151117127,-0.3412444028889132,-0.060996075091983966,0.6050487374391672
github,enron_emails,pQ:enron_emails,0.6061136105391851,0.0014033441253024396,-31.863877299562986,0.11927120164918234,-1.2844178433960665
github,gutenberg_pg_19,pQ:gutenberg_pg_19,0.4994921312324439,0.02364262754500234,-0.3017194193320913,0.026383553081323927,0.10217515160788634
github,pile_cc,pQ:pile_cc,0.6061136105391851,0.07117102505254637,-0.10177236889468885,0.011374509609073243,0.8062879751385065
github,ubuntu_irc,pQ:ubuntu_irc,0.6061136105391851,0.012362533461808227,-0.8099417204098146,0.01743262216148629,-0.3752296777092186
github,europarl,pQ:europarl,0.6061136105391851,0.007921340639839427,-3.1143501132345595,0.04518310233036404,-0.5876965044640093
github,hackernews,pQ:hackernews,0.6061136105391851,0.0071277504470613935,-3.3375722348026757,0.04435457270410354,-0.6557736934906878
github,pubmed_abstracts,pQ:pubmed_abstracts,0.7094894002981443,0.045952754911802916,-0.17062117002096855,0.02427021798479833,0.16775474399575238
github,uspto_backgrounds,pQ:uspto_backgrounds,0.6061136105391851,0.04547854256135763,0.17289587890396288,0.013016882774498348,0.36543386682024454
stackexchange,arxiv,pQ:arxiv,0.7094894002981443,0.08006470699430575,0.332228416832788,-0.003698880275508429,0.7252982371825355
stackexchange,freelaw,pQ:freelaw,0.6061136105391851,0.05562685017565562,0.3374895216299306,0.01596581677054004,0.4823102453255607
stackexchange,nih_exporter,pQ:nih_exporter,0.6061136105391851,0.0036102893288422603,-5.761676023697809,0.03976612716407233,-0.9325742030583133
stackexchange,pubmed_central,pQ:pubmed_central,0.7094894002981443,0.0829569948648906,0.39954851943993375,0.005180876016327881,0.8740553427997371
stackexchange,wikipedia_en,pQ:wikipedia_en,0.5956867175934197,0.04511656067394484,0.10225795988753662,0.013013770096393764,0.3092621864252901
stackexchange,dm_mathematics,pQ:dm_mathematics,0.7094894002981443,0.018296517192373365,-0.44750882250685353,0.025269306568938683,-0.29411789192594523
stackexchange,github,pQ:github,0.4784535320008694,0.054002748429485485,-0.42123924785567823,-0.04669547830794432,0.6850049311505172
stackexchange,philpapers,pQ:philpapers,0.7094894002981443,0.0037764863724578344,-8.243506026752883,0.06831492876729196,-0.9928216038409553
stackexchange,stackexchange,pQ:stackexchange,0.6028669215424124,0.06063610151117127,-0.47726074695465875,-0.13087948397054502,0.6050487374391672
stackexchange,enron_emails,pQ:enron_emails,0.6061136105391851,0.0014033441253024396,-27.69222131347931,0.10920679149818097,-1.2844178433960665
stackexchange,gutenberg_pg_19,pQ:gutenberg_pg_19,0.4994921312324439,0.02364262754500234,-0.18145356592059075,0.02386884777908113,0.10217515160788634
stackexchange,pile_cc,pQ:pile_cc,0.6061136105391851,0.07117102505254637,-0.17203600449085188,0.0052577361548694955,0.8062879751385065
stackexchange,ubuntu_irc,pQ:ubuntu_irc,0.6061136105391851,0.012362533461808227,-0.7812351743361763,0.01118925229655059,-0.3752296777092186
stackexchange,europarl,pQ:europarl,0.6061136105391851,0.007921340639839427,-3.0217087129173317,0.043762015359640825,-0.5876965044640093
stackexchange,hackernews,pQ:hackernews,0.6061136105391851,0.0071277504470613935,-3.330666292812127,0.03611400416749036,-0.6557736934906878
stackexchange,pubmed_abstracts,pQ:pubmed_abstracts,0.7094894002981443,0.045952754911802916,-0.11809163655202053,0.023414255370913555,0.16775474399575238
stackexchange,uspto_backgrounds,pQ:uspto_backgrounds,0.6061136105391851,0.04547854256135763,0.16274426871820985,0.011612000323881877,0.36543386682024454
gutenberg_pg_19,arxiv,pQ:arxiv,0.7094894002981443,0.08006470699430575,0.2644178837389498,0.007265147255763099,0.7252982371825355
gutenberg_pg_19,freelaw,pQ:freelaw,0.6061136105391851,0.05562685017565562,-0.12660996644168176,-0.013840468410243688,0.4823102453255607
gutenberg_pg_19,nih_exporter,pQ:nih_exporter,0.6061136105391851,0.0036102893288422603,-4.1007015992984766,0.0350373992572194,-0.9325742030583133
gutenberg_pg_19,pubmed_central,pQ:pubmed_central,0.7094894002981443,0.0829569948648906,0.2618803480588638,0.0052819577244858475,0.8740553427997371
gutenberg_pg_19,wikipedia_en,pQ:wikipedia_en,0.5956867175934197,0.04511656067394484,-0.2651786047992115,-0.0002083988649194785,0.3092621864252901
gutenberg_pg_19,dm_mathematics,pQ:dm_mathematics,0.7094894002981443,0.018296517192373365,0.04260527528086574,0.010213915674017538,-0.29411789192594523
gutenberg_pg_19,github,pQ:github,0.4784535320008694,0.054002748429485485,0.4512453407426919,0.006905711044715707,0.6850049311505172
gutenberg_pg_19,philpapers,pQ:philpapers,0.7094894002981443,0.0037764863724578344,-6.069080214179105,0.042125978457935635,-0.9928216038409553
gutenberg_pg_19,stackexchange,pQ:stackexchange,0.6028669215424124,0.06063610151117127,0.1441091128201379,0.004216843851250733,0.6050487374391672
gutenberg_pg_19,enron_emails,pQ:enron_emails,0.6061136105391851,0.0014033441253024396,-25.990204567227632,0.08303784873221463,-1.2844178433960665
gutenberg_pg_19,gutenberg_pg_19,pQ:gutenberg_pg_19,0.4994921312324439,0.02364262754500234,-1.0020789650318307,-0.09869832706898796,0.10217515160788634
gutenberg_pg_19,pile_cc,pQ:pile_cc,0.6061136105391851,0.07117102505254637,-0.5263521763706648,-0.0201789226800245,0.8062879751385065
gutenberg_pg_19,ubuntu_irc,pQ:ubuntu_irc,0.6061136105391851,0.012362533461808227,-0.4599159914910573,0.01861927467988376,-0.3752296777092186
gutenberg_pg_19,europarl,pQ:europarl,0.6061136105391851,0.007921340639839427,-1.0283163952963104,0.016031416205003417,-0.5876965044640093
gutenberg_pg_19,hackernews,pQ:hackernews,0.6061136105391851,0.0071277504470613935,-2.42056378150001,0.008205808241759763,-0.6557736934906878
gutenberg_pg_19,pubmed_abstracts,pQ:pubmed_abstracts,0.7094894002981443,0.045952754911802916,-0.019315013569523292,0.01285174095031168,0.16775474399575238
gutenberg_pg_19,uspto_backgrounds,pQ:uspto_backgrounds,0.6061136105391851,0.04547854256135763,-0.039874721262571196,0.013334394155126841,0.36543386682024454
pile_cc,arxiv,pQ:arxiv,0.7094894002981443,0.08006470699430575,0.3191079644983655,0.006712439354526306,0.7252982371825355
pile_cc,freelaw,pQ:freelaw,0.6061136105391851,0.05562685017565562,0.0961761907394388,-0.004087998993440803,0.4823102453255607
pile_cc,nih_exporter,pQ:nih_exporter,0.6061136105391851,0.0036102893288422603,-3.960064314750249,0.029968889684536044,-0.9325742030583133
pile_cc,pubmed_central,pQ:pubmed_central,0.7094894002981443,0.0829569948648906,0.12465811908305066,0.005924143406486807,0.8740553427997371
pile_cc,wikipedia_en,pQ:wikipedia_en,0.5956867175934197,0.04511656067394484,-0.4304612667924174,-0.0156286753423878,0.3092621864252901
pile_cc,dm_mathematics,pQ:dm_mathematics,0.7094894002981443,0.018296517192373365,0.01338619865932245,0.014021437212443193,-0.29411789192594523
pile_cc,github,pQ:github,0.4784535320008694,0.054002748429485485,0.6815328473914563,0.00610132762148054,0.6850049311505172
pile_cc,philpapers,pQ:philpapers,0.7094894002981443,0.0037764863724578344,-4.756021005604126,0.03353873993134058,-0.9928216038409553
pile_cc,stackexchange,pQ:stackexchange,0.6028669215424124,0.06063610151117127,0.08810015644169415,-0.00418435305810394,0.6050487374391672
pile_cc,enron_emails,pQ:enron_emails,0.6061136105391851,0.0014033441253024396,-22.458601942115223,0.07791119600310578,-1.2844178433960665
pile_cc,gutenberg_pg_19,pQ:gutenberg_pg_19,0.4994921312324439,0.02364262754500234,-0.2575290751430864,0.0018868156541398792,0.10217515160788634
pile_cc,pile_cc,pQ:pile_cc,0.6061136105391851,0.07117102505254637,-0.8050577961421299,-0.05866570144236374,0.8062879751385065
pile_cc,ubuntu_irc,pQ:ubuntu_irc,0.6061136105391851,0.012362533461808227,0.3352496006404526,-0.01271083579871917,-0.3752296777092186
pile_cc,europarl,pQ:europarl,0.6061136105391851,0.007921340639839427,-1.4161088584767296,0.025096325978892192,-0.5876965044640093
pile_cc,hackernews,pQ:hackernews,0.6061136105391851,0.0071277504470613935,-2.5563509387838605,0.016345625936404835,-0.6557736934906878
pile_cc,pubmed_abstracts,pQ:pubmed_abstracts,0.7094894002981443,0.045952754911802916,0.007466266835477172,0.007344053022315822,0.16775474399575238
pile_cc,uspto_backgrounds,pQ:uspto_backgrounds,0.6061136105391851,0.04547854256135763,-0.02049033364662241,0.008794391353742308,0.36543386682024454
ubuntu_irc,arxiv,pQ:arxiv,0.7094894002981443,0.08006470699430575,0.16133467570393042,0.0026288882278248512,0.7252982371825355
ubuntu_irc,freelaw,pQ:freelaw,0.6061136105391851,0.05562685017565562,0.19326126408043393,0.00493587679110987,0.4823102453255607
ubuntu_irc,nih_exporter,pQ:nih_exporter,0.6061136105391851,0.0036102893288422603,-9.328469891558337,0.06307049721079198,-0.9325742030583133
ubuntu_irc,pubmed_central,pQ:pubmed_central,0.7094894002981443,0.0829569948648906,0.24414594765216277,0.0012157251429282098,0.8740553427997371
ubuntu_irc,wikipedia_en,pQ:wikipedia_en,0.5956867175934197,0.04511656067394484,0.06084077417912046,0.004928432888227091,0.3092621864252901
ubuntu_irc,dm_mathematics,pQ:dm_mathematics,0.7094894002981443,0.018296517192373365,-0.200242429555815,0.011380741773006612,-0.29411789192594523
ubuntu_irc,github,pQ:github,0.4784535320008694,0.054002748429485485,-0.04113297611333561,0.007278320454661564,0.6850049311505172
ubuntu_irc,philpapers,pQ:philpapers,0.7094894002981443,0.0037764863724578344,-9.710152360895316,0.05850065890770509,-0.9928216038409553
ubuntu_irc,stackexchange,pQ:stackexchange,0.6028669215424124,0.06063610151117127,-0.1235668203993374,-0.006197968183737735,0.6050487374391672
ubuntu_irc,enron_emails,pQ:enron_emails,0.6061136105391851,0.0014033441253024396,-45.023481927301894,0.15228334412372382,-1.2844178433960665
ubuntu_irc,gutenberg_pg_19,pQ:gutenberg_pg_19,0.4994921312324439,0.02364262754500234,-0.6734247591198198,0.016087646421237105,0.10217515160788634
ubuntu_irc,pile_cc,pQ:pile_cc,0.6061136105391851,0.07117102505254637,-0.15052017602330714,-0.0012798351182651494,0.8062879751385065
ubuntu_irc,ubuntu_irc,pQ:ubuntu_irc,0.6061136105391851,0.012362533461808227,2.821286272603541,-0.2860819483085244,-0.3752296777092186
ubuntu_irc,europarl,pQ:europarl,0.6061136105391851,0.007921340639839427,-3.287207461954414,0.011970833509993228,-0.5876965044640093
ubuntu_irc,hackernews,pQ:hackernews,0.6061136105391851,0.0071277504470613935,-4.273469241028345,0.03594213950437477,-0.6557736934906878
ubuntu_irc,pubmed_abstracts,pQ:pubmed_abstracts,0.7094894002981443,0.045952754911802916,-0.1533219567881261,0.01665477009116322,0.16775474399575238
ubuntu_irc,uspto_backgrounds,pQ:uspto_backgrounds,0.6061136105391851,0.04547854256135763,-0.14683866156303899,0.014626830556466477,0.36543386682024454
hackernews,arxiv,pQ:arxiv,0.7094894002981443,0.08006470699430575,0.2892811163812932,0.0029485534512552927,0.7252982371825355
hackernews,freelaw,pQ:freelaw,0.6061136105391851,0.05562685017565562,0.1043756617228162,-0.0019109315298109575,0.4823102453255607
hackernews,nih_exporter,pQ:nih_exporter,0.6061136105391851,0.0036102893288422603,-5.322413091143805,0.03520580917578057,-0.9325742030583133
hackernews,pubmed_central,pQ:pubmed_central,0.7094894002981443,0.0829569948648906,0.31040917092236225,0.0013023683600253298,0.8740553427997371
hackernews,wikipedia_en,pQ:wikipedia_en,0.5956867175934197,0.04511656067394484,0.014564272248053092,0.00340079705377402,0.3092621864252901
hackernews,dm_mathematics,pQ:dm_mathematics,0.7094894002981443,0.018296517192373365,-0.13026046721869847,0.01153001994590426,-0.29411789192594523
hackernews,github,pQ:github,0.4784535320008694,0.054002748429485485,0.1928125075971554,0.0032621425963958984,0.6850049311505172
hackernews,philpapers,pQ:philpapers,0.7094894002981443,0.0037764863724578344,-7.392434098410736,0.052971047949297446,-0.9928216038409553
hackernews,stackexchange,pQ:stackexchange,0.6028669215424124,0.06063610151117127,-0.08839856672650734,-0.014355657297664184,0.6050487374391672
hackernews,enron_emails,pQ:enron_emails,0.6061136105391851,0.0014033441253024396,-28.82196058625313,0.08716994220721025,-1.2844178433960665
hackernews,gutenberg_pg_19,pQ:gutenberg_pg_19,0.4994921312324439,0.02364262754500234,-0.251130903860169,-0.0026909866608444757,0.10217515160788634
hackernews,pile_cc,pQ:pile_cc,0.6061136105391851,0.07117102505254637,-0.5659953026958946,-0.020274558920887555,0.8062879751385065
hackernews,ubuntu_irc,pQ:ubuntu_irc,0.6061136105391851,0.012362533461808227,-0.8004554955974327,0.0053743070388410155,-0.3752296777092186
hackernews,europarl,pQ:europarl,0.6061136105391851,0.007921340639839427,-1.8974439785484534,0.025998307491330398,-0.5876965044640093
hackernews,hackernews,pQ:hackernews,0.6061136105391851,0.0071277504470613935,-1.6126309760317932,-0.11869570773105437,-0.6557736934906878
hackernews,pubmed_abstracts,pQ:pubmed_abstracts,0.7094894002981443,0.045952754911802916,-0.08954851722825916,0.01086583269456186,0.16775474399575238
hackernews,uspto_backgrounds,pQ:uspto_backgrounds,0.6061136105391851,0.04547854256135763,-0.03573030071129397,0.010007924698058335,0.36543386682024454
pubmed_abstracts,arxiv,pQ:arxiv,0.7094894002981443,0.08006470699430575,0.29872679021547377,0.0032323159392498996,0.7252982371825355
pubmed_abstracts,freelaw,pQ:freelaw,0.6061136105391851,0.05562685017565562,0.5509544501306302,0.002912321914062039,0.4823102453255607
pubmed_abstracts,nih_exporter,pQ:nih_exporter,0.6061136105391851,0.0036102893288422603,-9.770909467284364,0.022130682343399904,-0.9325742030583133
pubmed_abstracts,pubmed_central,pQ:pubmed_central,0.7094894002981443,0.0829569948648906,-0.7729255778091693,-0.04650852019108361,0.8740553427997371
pubmed_abstracts,wikipedia_en,pQ:wikipedia_en,0.5956867175934197,0.04511656067394484,-0.26965864445641846,0.0164019366600307,0.3092621864252901
pubmed_abstracts,dm_mathematics,pQ:dm_mathematics,0.7094894002981443,0.018296517192373365,0.017918054645642403,0.020616415662744542,-0.29411789192594523
pubmed_abstracts,github,pQ:github,0.4784535320008694,0.054002748429485485,1.3995659262116376,-0.0002945551615151897,0.6850049311505172
pubmed_abstracts,philpapers,pQ:philpapers,0.7094894002981443,0.0037764863724578344,-8.66963729346737,0.06788586930552255,-0.9928216038409553
pubmed_abstracts,stackexchange,pQ:stackexchange,0.6028669215424124,0.06063610151117127,0.6975502204879613,-0.0038273120408975504,0.6050487374391672
pubmed_abstracts,enron_emails,pQ:enron_emails,0.6061136105391851,0.0014033441253024396,-31.430396265792,0.11793620344620974,-1.2844178433960665
